actual,predicted,std
202.2,4.004056602287372,316.2293287582956
407.0,4.004056657075509,316.2293287582951
300.0,4.004056641266693,316.22932875829525
288.2,4.004056631060722,316.2293287582953
197.2,4.004056626778726,316.22932875829537
444.0,4.0040565150067815,316.2293287582964
489.0,4.004056639634644,316.22932875829525
288.2,4.004056614840999,316.2293287582955
625.5,4.004056650288487,316.22932875829514
375.0,4.0040566691099375,316.22932875829497
503.0,4.004056654627533,316.22932875829514
373.6,4.004056662595251,316.229328758295
393.0,4.004055887151945,316.2293287583022
273.0,4.004056561628719,316.229328758296
238.0,4.00405660353838,316.22932875829554
455.0,4.00405664980331,316.22932875829514
243.0,4.00405663220182,316.2293287582953
153.0,4.004056652085437,316.22932875829514
454.0,4.0040565640027195,316.22932875829594
613.0,4.004056491810372,316.2293287582966
377.0,4.004056490182703,316.2293287582966
561.0,4.004056435837901,316.22932875829713
288.2,4.004056631081832,316.2293287582953
288.2,4.004056623179563,316.2293287582954
330.0,4.004056638834982,316.22932875829525
329.0,4.004056651802564,316.22932875829514
383.0,4.004056595999282,316.22932875829565
503.15,4.004056661163756,316.229328758295
303.0,4.004056648937629,316.22932875829514
378.0,4.004056664873954,316.229328758295
503.15,4.004056618604981,316.2293287582954
146.0,4.0040566189016555,316.2293287582954
197.2,4.004056623215111,316.2293287582954
303.2,4.004056624922907,316.22932875829537
613.0,4.00405652904761,316.2293287582963
288.2,4.004056641883773,316.22932875829525
357.0,4.004056182072561,316.22932875829946
283.0,4.004056615901623,316.2293287582955
