feature,importance
polymer_name_poly(ethylene vanillate),1.92386499162561e-08
solvent_smiles_ClCCl,1.636730733873684e-08
solvent_formula_CF3CH2F,9.530274808249133e-09
solvent_name_hydrogen sulfide,7.3678362220095805e-09
solvent_formula_Kr,7.0699745197646535e-09
solvent_name_dichloromethane,5.593089487800738e-09
solvent_name_neon,2.7328405243538073e-09
solvent_smiles_FCC(F)(F)F,2.3613223464677843e-09
solvent_formula_CHF2CH3,1.8060638093282808e-09
solvent_formula_C8H18,1.036846805442088e-09
solvent_smiles_ClC(Cl)(Cl)Cl,8.825380605541042e-10
solvent_formula_C4H8O,6.370435788361447e-10
solvent_name_2-methylpropane,1.8547483918087745e-10
polymer_smiles_*CCOc1c(OC)cc(cc1)C(=O)O*,1.3585962613765825e-10
solvent_smiles_CC(C)C,1.1449027064201379e-10
solvent_smiles_S,7.306332708913624e-11
solvent_formula_H2S,4.963174557791824e-11
solvent_smiles_C=COC(C)=O,4.3181675044470526e-11
solvent_formula_CClF2CH3,3.3934221744912104e-11
solvent_name_tetrahydrofuran,3.107836858065207e-11
solvent_smiles_C1CCOC1,2.3115866787759687e-11
solvent_name_vinyl acetate,2.072866824677419e-11
solvent_smiles_CC(C)CC(C)(C)C,1.494647369222047e-11
solvent_name_dimethyl carbonate,1.0497613951882288e-11
solvent_name_ethylbenzene,1.0257821327551295e-11
solvent_smiles_CCc1ccccc1,9.253430465827568e-12
solvent_formula_CCl4,2.9624956078060946e-17
solvent_formula_C6H5C2H5,7.135660904148055e-18
solvent_name_carbon tetrachloride,5.177846591281272e-18
solvent_name_R22,4.849641734877614e-18
solvent_smiles_[Xe],4.839958820411413e-18
solvent_smiles_FC(F)Cl,4.512677592180699e-18
solvent_smiles_C=CC,2.8898621917200494e-18
solvent_smiles_CCOCC,2.2935902533665702e-18
solvent_smiles_[He],2.2899398236570855e-18
solvent_name_helium,2.153973427646354e-18
solvent_formula_CHClF2,2.064599414300907e-18
solvent_name_propene,1.9368470198377122e-18
solvent_formula_He,1.8795207196429377e-18
solvent_name_cyclopentane,1.6700003763669615e-18
solvent_formula_C3H6,1.6456580140582755e-18
solvent_smiles_CCC(=O)CC,1.4239391987628287e-18
solvent_name_1-propanol,1.3148186237920794e-18
solvent_formula_Xe,1.0944059602613458e-18
solvent_formula_C6H12,1.0594104282781318e-18
solvent_smiles_C=CCC,1.0324796645558457e-18
solvent_smiles_CCC(C)O,1.012562671397014e-18
solvent_smiles_C1CCCC1,8.291599129339658e-19
solvent_name_xenon,7.923969229683776e-19
solvent_smiles_CC(F)(F)Cl,6.68282045266893e-19
solvent_name_cyclohexane,5.868500172764212e-19
solvent_smiles_O=[N+]([O-])c1ccccc1,5.396419159530521e-19
solvent_smiles_Cc1ccc(C)cc1,5.26864003459429e-19
solvent_formula_CH3OCOOCH3,5.245807642736224e-19
solvent_name_1-hexene,5.028768281905899e-19
solvent_smiles_CCOC(C)=O,4.916339982777616e-19
solvent_smiles_C=CCCCC,4.870236687918372e-19
solvent_name_1-butene,4.710369637295953e-19
solvent_smiles_CC(C)CO,4.2740549317689247e-19
solvent_name_p-xylene,4.001822399485132e-19
solvent_smiles_CC(F)F,3.8034911237026166e-19
solvent_smiles_CCCCCCCC,2.5416567536151526e-19
solvent_smiles_CCCCO,2.467298717166538e-19
solvent_name_krypton,2.4072596689046744e-19
"solvent_name_isooctane, 2,2,4-trimethylpentane",1.683276474868376e-19
solvent_smiles_CCCO,1.648146457560402e-19
solvent_formula_C5H10,1.5271952242840371e-19
solvent_name_isobutanol,1.1580931846464647e-19
"solvent_name_1,1-difluoroethane",1.114556190711268e-19
"solvent_name_1-chloro-1,1-difluoroethane",1.101339364171147e-19
solvent_smiles_COC(=O)OC,8.933732298687718e-20
solvent_name_1-butanol,7.63067840900864e-21
solvent_formula_C4H8,0.0
solvent_smiles_CCCCCO,0.0
solvent_formula_C4H8O2,0.0
solvent_smiles_C[N+](=O)[O-],0.0
solvent_formula_C3H7OC3H7,0.0
solvent_smiles_CCCCCCO,0.0
solvent_smiles_[Ne],0.0
solvent_smiles_FC(F)(F)C(F)(F)C(F)(F)F,0.0
solvent_smiles_[Kr],0.0
polymer_name_poly(2-ethyl-2-adamantylmethacrylate),0.0
solvent_smiles_CCCOCCC,0.0
polymer_name_poly(acrylic acid),0.0
solvent_formula_C5H11OH,0.0
solvent_smiles_FS(F)(F)(F)(F)F,0.0
solvent_smiles_[C-]#[O+],0.0
solvent_smiles_FC(F)(F)C(F)(F)F,0.0
solvent_smiles_FC(F)(F)F,0.0
polymer_name_poly (2- hydroxyethylmethacrylate),0.0
solvent_name_tetrafluoromethane,0.0
solvent_smiles_CCC(C)C,0.0
solvent_name_carbon monoxide,0.0
solvent_name_isopentane,0.0
solvent_name_hexafluoroethane,0.0
solvent_name_ethyl acetate,0.0
solvent_formula_CH2CF2,0.0
polymer_smiles_*CC(C(=O)O)*,0.0
solvent_formula_CH3COOC2H5,0.0
solvent_name_diethyl ketone,0.0
solvent_name_diethyl ether,0.0
solvent_name_di-n-propyl ether,0.0
solvent_formula_CH3NO2,0.0
solvent_formula_C6H13OH,0.0
solvent_formula_C2H2,0.0
solvent_name_acetylene,0.0
solvent_name_2-butanol,0.0
solvent_name_1`3-butadiene,0.0
solvent_name_1-pentanol,0.0
solvent_name_1-hexanol,0.0
"solvent_name_1,4-dioxane",0.0
